Name            Location        Type         Namespace  Source
rs_str          00fea5c2        Function        Global  User Defined
get_sub         00fea5f2        Function        Global  User Defined
get_addr        00fea61e        Function        Global  User Defined
caseD_0         00fea63a        Instruction Label       switchD_00fea72c        Analysis
caseD_1         00fea662        Instruction Label       switchD_00fea72c        Analysis
caseD_2         00fea66a        Instruction Label       switchD_00fea72c        Analysis
caseD_8         00fea66a        Instruction Label       switchD_00fea72c        Analysis
caseD_3         00fea672        Instruction Label       switchD_00fea72c        Analysis
caseD_b         00fea672        Instruction Label       switchD_00fea72c        Analysis
caseD_4         00fea67a        Instruction Label       switchD_00fea72c        Analysis
caseD_e         00fea67a        Instruction Label       switchD_00fea72c        Analysis
caseD_7         00fea682        Instruction Label       switchD_00fea72c        Analysis
caseD_9         00fea69a        Instruction Label       switchD_00fea72c        Analysis
caseD_a         00fea69a        Instruction Label       switchD_00fea72c        Analysis
caseD_c         00fea6be        Instruction Label       switchD_00fea72c        Analysis
caseD_d         00fea6be        Instruction Label       switchD_00fea72c        Analysis
caseD_5         00fea6e0        Instruction Label       switchD_00fea72c        Analysis
caseD_6         00fea6f4        Instruction Label       switchD_00fea72c        Analysis
caseD_f         00fea708        Instruction Label       switchD_00fea72c        Analysis
caseD_10        00fea70e        Instruction Label       switchD_00fea72c        Analysis
switchD         00fea72c        Instruction Label       switchD_00fea72c        Analysis
fix_trindex     00fea746        Function        Global  User Defined
fix_objects     00fea798        Function        Global  User Defined
fix_tedinfo     00fea7f4        Function        Global  User Defined
fix_nptrs       00fea8b0        Function        Global  User Defined
fix_ptr         00fea8d4        Function        Global  User Defined
fix_long        00fea8ea        Function        Global  User Defined
rs_sglobe       00fea918        Function        Global  User Defined
rs_free         00fea938        Function        Global  User Defined
rs_gaddr        00fea966        Function        Global  User Defined
rs_saddr        00fea996        Function        Global  User Defined
rs_readit       00fea9ca        Function        Global  User Defined
do_rsfix        00feaa8c        Function        Global  User Defined
rs_fixit        00feab36        Function        Global  User Defined
rs_load         00feab44        Function        Global  User Defined
sc_read         00feab68        Function        Global  User Defined
sc_write        00feab7c        Function        Global  User Defined
sh_read         00feab90        Function        Global  User Defined
sh_write        00feabbc        Function        Global  User Defined
sh_get          00feac50        Function        Global  User Defined
sh_put          00feac6a        Function        Global  User Defined
sh_tographic    00feac84        Function        Global  User Defined
sh_toalpha      00feacac        Function        Global  User Defined
sh_draw         00feacca        Function        Global  User Defined
sh_show         00fead0a        Function        Global  User Defined
sh_name         00fead32        Function        Global  User Defined
sh_envrn        00fead64        Function        Global  User Defined
sh_path         00feae4c        Function        Global  User Defined
sh_find         00feaeec        Function        Global  User Defined
sh_strupr       00feb014        Function        Global  User Defined
sh_main         00feb052        Function        Global  User Defined
sh_xxx          00feb24c        Function        Global  User Defined
w_nilit         00feb310        Function        Global  User Defined
w_obadd         00feb358        Function        Global  User Defined
w_setup         00feb3ca        Function        Global  User Defined
w_getxptr       00feb40e        Function        Global  User Defined
w_getsize       00feb490        Function        Global  User Defined
w_setsize       00feb4ce        Function        Global  User Defined
w_adjust        00feb4ea        Function        Global  User Defined
w_hvassign      00feb54e        Function        Global  User Defined
do_walk         00feb5a4        Function        Global  User Defined
w_drawdesk      00feb62a        Function        Global  User Defined
w_cpwalk        00feb674        Function        Global  User Defined
w_strchg        00feb6c6        Function        Global  User Defined
w_barcalc       00feb728        Function        Global  User Defined
w_bldbar        00feb7ac        Function        Global  User Defined
w_setactive     00feb9b6        Function        Global  User Defined
w_bldactive     00feb9fe        Function        Global  User Defined
ap_sendmsg      00febd4e        Function        Global  User Defined
w_redraw        00febdba        Function        Global  User Defined
w_mvfix         00febe66        Function        Global  User Defined
w_move          00febe98        Function        Global  User Defined
w_update        00febfcc        Function        Global  User Defined
draw_change     00fec070        Function        Global  User Defined
w_owns          00fec34a        Function        Global  User Defined
w_union         00fec39a        Function        Global  User Defined
wm_start        00fec3d4        Function        Global  User Defined
wm_create       00fec5b6        Function        Global  User Defined
wm_opcl         00fec62a        Function        Global  User Defined
wm_open         00fec68e        Function        Global  User Defined
wm_close        00fec6a4        Function        Global  User Defined
wm_delete       00fec6ba        Function        Global  User Defined
wm_get          00fec6d6        Function        Global  User Defined
caseD_4         00fec6f6        Instruction Label       switchD_00fec7d8        Analysis
caseD_6         00fec702        Instruction Label       switchD_00fec7d8        Analysis
caseD_8         00fec70e        Instruction Label       switchD_00fec7d8        Analysis
caseD_10        00fec744        Instruction Label       switchD_00fec7d8        Analysis
caseD_a         00fec756        Instruction Label       switchD_00fec7d8        Analysis
caseD_c         00fec76e        Instruction Label       switchD_00fec7d8        Analysis
switchD         00fec7d8        Instruction Label       switchD_00fec7d8        Analysis
caseD_e         00fec7da        Instruction Label       switchD_00fec7d8        Analysis
wm_set          00fec7ec        Function        Global  User Defined
caseD_0         00fec818        Instruction Label       switchD_00fec9e0        Analysis
caseD_1         00fec822        Instruction Label       switchD_00fec9e0        Analysis
caseD_3         00fec82c        Instruction Label       switchD_00fec9e0        Analysis
caseD_8         00fec838        Instruction Label       switchD_00fec9e0        Analysis
caseD_b         00fec892        Instruction Label       switchD_00fec9e0        Analysis
caseD_c         00fec8ba        Instruction Label       switchD_00fec9e0        Analysis
caseD_6         00fec8cc        Instruction Label       switchD_00fec9e0        Analysis
caseD_7         00fec8cc        Instruction Label       switchD_00fec9e0        Analysis
caseD_d         00fec8cc        Instruction Label       switchD_00fec9e0        Analysis
caseD_e         00fec8cc        Instruction Label       switchD_00fec9e0        Analysis
